456,410,496,398,588,297
736,640,713,466,251,144
745,826,119,489,143,241
644,303,183,386,512,810
396,570,874,251,853,548
312,367,837,309,487,251
452,627,881,668,668,122
235,181,161,343,464,701
344,834,245,312,733,721
486,424,757,339,154,516
333,266,470,346,501,727
765,598,732,222,438,645
800,442,790,275,187,431
664,247,165,339,245,747
246,783,350,623,145,753
510,447,515,679,600,414
648,584,321,220,529,655
299,331,752,345,758,458
508,720,456,510,570,407
709,291,646,714,478,279
