601,200,302,458,295,213
717,154,290,723,380,517
795,230,896,492,363,476
712,165,785,687,596,482
426,534,140,416,163,597
572,522,674,631,541,528
367,288,347,472,247,843
381,738,217,610,851,278
491,714,319,384,221,544
378,180,568,630,758,765
479,590,382,530,278,884
352,188,132,575,790,658
488,166,816,598,798,467
207,892,245,360,106,762
577,575,372,554,374,758
297,201,691,212,585,791
540,461,649,580,677,709
211,550,832,299,289,250
563,209,107,753,561,189
712,474,446,780,186,757
680,805,738,737,404,634
457,213,366,796,502,834
287,839,107,721,118,382
