532,727,439,549,238,174
484,132,352,214,671,477
742,850,862,665,886,860
314,610,818,319,546,274
529,452,439,777,456,632
639,240,644,249,280,440
800,808,451,687,473,206
693,843,685,304,832,511
387,607,731,784,248,882
460,530,506,379,462,559
738,845,641,510,407,459
606,520,765,530,401,312
682,537,654,427,660,427
257,408,446,392,689,744
527,373,574,270,678,492
735,323,819,504,870,844
774,898,364,352,364,580
412,701,236,651,787,538
235,471,634,346,681,886
371,678,231,557,685,187
259,473,735,428,112,480
723,406,236,477,695,524
334,221,709,675,671,405
