688,645,551,410,891,635
785,710,120,209,803,487
284,792,421,532,503,810
676,266,472,731,627,727
202,793,151,493,155,852
784,801,113,778,190,586
792,198,831,764,407,674
591,215,712,748,429,256
438,677,742,306,457,367
238,501,161,648,244,420
502,609,537,527,223,608
276,719,572,479,783,664
329,583,603,405,276,708
767,577,281,263,235,359
348,888,748,556,202,753
252,231,623,330,380,667
779,292,176,795,398,426
478,122,446,599,545,561
504,435,601,272,301,681
783,575,202,773,660,510
211,156,264,547,747,827
272,159,356,537,214,206
249,527,363,246,161,854
465,612,172,789,740,606
