756,897,868,528,341,700
202,674,575,439,574,344
422,718,375,281,650,762
632,190,300,551,706,544
530,316,396,202,739,841
312,715,583,613,203,146
757,161,167,247,171,465
539,818,816,684,494,246
582,138,758,614,857,699
349,497,354,415,547,604
362,133,879,604,370,305
401,816,115,689,588,547
776,590,616,574,748,607
466,500,317,487,817,663
794,261,690,773,530,867
534,572,133,595,196,698
588,712,416,298,628,611
684,647,287,736,652,821
400,734,809,501,170,173
721,207,460,463,565,276
295,100,453,274,172,234
715,899,304,210,438,457
626,596,608,679,370,229
499,829,465,241,670,636
613,765,889,369,104,208
447,398,631,315,276,185
